Date,Temp_location_code,Temp_c
22/05/2019,8263,37.7
23/05/2019,8263,41.3
24/05/2019,8263,41.6
25/05/2019,8263,32.8
26/05/2019,8263,31.3
27/05/2019,8263,33.9
28/05/2019,8263,35.4
29/05/2019,8263,39
30/05/2019,8263,41.7
31/05/2019,8263,41.3
01/06/2019,8263,35.9
02/06/2019,8263,36.5
03/06/2019,8263,36.6
04/06/2019,8263,37.3
05/06/2019,8263,37
06/06/2019,8263,37
07/06/2019,8263,34.7
08/06/2019,8263,34.3
09/06/2019,8263,32.6
10/06/2019,8263,33.5
11/06/2019,8263,35.5
12/06/2019,8263,33.2
13/06/2019,8263,30.4
14/06/2019,8263,31.3
15/06/2019,8263,31.6
16/06/2019,8263,33.1
17/06/2019,8263,32.1
18/06/2019,8263,31.6
19/06/2019,8263,32
20/06/2019,8263,33.1
21/06/2019,8263,33
22/06/2019,8263,32.9
23/06/2019,8263,34.6
24/06/2019,8263,37.2
25/06/2019,8263,38.4
26/06/2019,8263,36.7
27/06/2019,8263,35.7
28/06/2019,8263,33.1
29/06/2019,8263,33.8
30/06/2019,8263,34.6
01/07/2019,8263,36.5
02/07/2019,8263,34.3
03/07/2019,8263,33.8
04/07/2019,8263,34.3
05/07/2019,8263,33.8
06/07/2019,8263,35.1
07/07/2019,8263,35.6
08/07/2019,8263,35.2
09/07/2019,8263,35.2
10/07/2019,8263,35.8
11/07/2019,8263,36.5
12/07/2019,8263,37.4
13/07/2019,8263,32.8
14/07/2019,8263,34.9
15/07/2019,8263,33.1
16/07/2019,8263,34.3
17/07/2019,8263,40.6
18/07/2019,8263,33.7
19/07/2019,8263,32.8
20/07/2019,8263,33
21/07/2019,8263,33.6
22/07/2019,8263,35.3
23/07/2019,8263,37
24/07/2019,8263,36.2
25/07/2019,8263,35.4
26/07/2019,8263,35
27/07/2019,8263,34.6
28/07/2019,8263,34.7
29/07/2019,8263,34.7
30/07/2019,8263,37.6
31/07/2019,8263,38.6
01/08/2019,8263,36.1
02/08/2019,8263,34.1
03/08/2019,8263,33.3
04/08/2019,8263,35.8
05/08/2019,8263,36.2
06/08/2019,8263,34.9
07/08/2019,8263,34.2
08/08/2019,8263,34
09/08/2019,8263,34.3
10/08/2019,8263,33.8
11/08/2019,8263,34
12/08/2019,8263,35.2
13/08/2019,8263,35.7
14/08/2019,8263,36.3
15/08/2019,8263,33.8
16/08/2019,8263,37.7
17/08/2019,8263,34.2
18/08/2019,8263,34.5
19/08/2019,8263,34.4
20/08/2019,8263,33.6
21/08/2019,8263,33.9
22/08/2019,8263,36
23/08/2019,8263,36.5
24/08/2019,8263,37.2
25/08/2019,8263,36.3
26/08/2019,8263,36
27/08/2019,8263,36.1
28/08/2019,8263,35.2
29/08/2019,8263,35.2
30/08/2019,8263,35.3
31/08/2019,8263,35.6
01/09/2019,8263,36.6
02/09/2019,8263,35.7
03/09/2019,8263,34.1
04/09/2019,8263,33.7
05/09/2019,8263,33.8
06/09/2019,8263,32.9
07/09/2019,8263,32.4
08/09/2019,8263,33.3
09/09/2019,8263,33.3
10/09/2019,8263,33.9
11/09/2019,8263,33.1
12/09/2019,8263,32.6
13/09/2019,8263,34.2
14/09/2019,8263,33.6
15/09/2019,8263,31.1
16/09/2019,8263,32.1
17/09/2019,8263,34
18/09/2019,8263,38.9
19/09/2019,8263,37.9
20/09/2019,8263,35.4
21/09/2019,8263,32.4
22/09/2019,8263,33.8
23/09/2019,8263,32
24/09/2019,8263,32.7
25/09/2019,8263,33.4
26/09/2019,8263,33.7
27/09/2019,8263,36
28/09/2019,8263,32.4
29/09/2019,8263,31.7
30/09/2019,8263,33.7
01/10/2019,8263,33.4
02/10/2019,8263,32.4
03/10/2019,8263,31
04/10/2019,8263,33
05/10/2019,8263,32.7
06/10/2019,8263,32.2
07/10/2019,8263,31.1
08/10/2019,8263,34.3
09/10/2019,8263,34.4
10/10/2019,8263,35
11/10/2019,8263,32.6
12/10/2019,8263,32.1
13/10/2019,8263,38.4
14/10/2019,8263,39.7
15/10/2019,8263,37.9
16/10/2019,8263,37.4
17/10/2019,8263,32.1
18/10/2019,8263,30.3
19/10/2019,8263,29.8
20/10/2019,8263,29.7
21/10/2019,8263,30.2
22/10/2019,8263,31.8
23/10/2019,8263,28.5
24/10/2019,8263,28.6
25/10/2019,8263,28.6
26/10/2019,8263,30.9
27/10/2019,8263,28.6
28/10/2019,8263,26.4
29/10/2019,8263,24.8
30/10/2019,8263,27.1
31/10/2019,8263,28.9
01/01/2017,9974,15.8
02/01/2017,9974,18.4
03/01/2017,9974,20.2
04/01/2017,9974,20.8
05/01/2017,9974,22.9
06/01/2017,9974,23.7
07/01/2017,9974,22.1
08/01/2017,9974,19.2
09/01/2017,9974,19.7
10/01/2017,9974,19.5
11/01/2017,9974,19.9
12/01/2017,9974,21.9
13/01/2017,9974,20.7
14/01/2017,9974,20.6
15/01/2017,9974,22
16/01/2017,9974,22.6
17/01/2017,9974,23.8
18/01/2017,9974,24.2
19/01/2017,9974,22.1
20/01/2017,9974,20.7
21/01/2017,9974,21.2
22/01/2017,9974,21.8
23/01/2017,9974,21.1
24/01/2017,9974,24
25/01/2017,9974,26.3
26/01/2017,9974,21.5
27/01/2017,9974,18.6
28/01/2017,9974,18.3
29/01/2017,9974,19.3
30/01/2017,9974,19.4
31/01/2017,9974,19.7
01/02/2017,9974,16.6
02/02/2017,9974,17.5
03/02/2017,9974,21.1
04/02/2017,9974,22.5
05/02/2017,9974,21.5
06/02/2017,9974,22.6
07/02/2017,9974,29.6
08/02/2017,9974,27.5
09/02/2017,9974,23.9
10/02/2017,9974,25.4
11/02/2017,9974,23.4
12/02/2017,9974,22.8
13/02/2017,9974,20.7
14/02/2017,9974,21.5
15/02/2017,9974,20.1
16/02/2017,9974,15.7
17/02/2017,9974,16.7
18/02/2017,9974,21.3
19/02/2017,9974,24.5
20/02/2017,9974,23.2
21/02/2017,9974,22
22/02/2017,9974,19.8
23/02/2017,9974,22.3
24/02/2017,9974,26.7
25/02/2017,9974,29.9
26/02/2017,9974,29.5
27/02/2017,9974,30.8
28/02/2017,9974,30.8
01/03/2017,9974,25.9
02/03/2017,9974,25.9
03/03/2017,9974,26.4
04/03/2017,9974,24.3
05/03/2017,9974,26.1
06/03/2017,9974,29.6
07/03/2017,9974,26.9
08/03/2017,9974,28
09/03/2017,9974,31.6
10/03/2017,9974,29.6
11/03/2017,9974,25.2
12/03/2017,9974,25.3
13/03/2017,9974,27.3
14/03/2017,9974,26
15/03/2017,9974,26.5
16/03/2017,9974,23.5
17/03/2017,9974,28
18/03/2017,9974,24.4
19/03/2017,9974,26.6
20/03/2017,9974,25
21/03/2017,9974,26.9
22/03/2017,9974,25.8
23/03/2017,9974,28.2
24/03/2017,9974,25.9
25/03/2017,9974,27.4
26/03/2017,9974,29.8
27/03/2017,9974,29.8
28/03/2017,9974,30.8
29/03/2017,9974,32.1
30/03/2017,9974,34
31/03/2017,9974,31.4
01/04/2017,9974,29.9
02/04/2017,9974,27.9
03/04/2017,9974,28
04/04/2017,9974,34
05/04/2017,9974,36.3
06/04/2017,9974,31.9
07/04/2017,9974,30.2
08/04/2017,9974,31.1
09/04/2017,9974,32.5
10/04/2017,9974,30.9
11/04/2017,9974,34.6
12/04/2017,9974,35.4
13/04/2017,9974,30.9
14/04/2017,9974,24.9
15/04/2017,9974,28.9
16/04/2017,9974,30.2
17/04/2017,9974,31.9
18/04/2017,9974,31.4
19/04/2017,9974,35.7
20/04/2017,9974,34.5
21/04/2017,9974,41.6
22/04/2017,9974,40
23/04/2017,9974,32.3
24/04/2017,9974,27.3
25/04/2017,9974,29.5
26/04/2017,9974,33.5
27/04/2017,9974,32.8
28/04/2017,9974,34.7
29/04/2017,9974,35.6
30/04/2017,9974,36.1
01/05/2017,9974,30
02/05/2017,9974,33.9
03/05/2017,9974,34.1
04/05/2017,9974,33.1
05/05/2017,9974,33.8
06/05/2017,9974,34.8
07/05/2017,9974,36.8
08/05/2017,9974,38.5
09/05/2017,9974,39.8
10/05/2017,9974,37
11/05/2017,9974,40.2
12/05/2017,9974,34.4
13/05/2017,9974,37.4
14/05/2017,9974,40.9
15/05/2017,9974,42.6
16/05/2017,9974,39.8
17/05/2017,9974,39.5
18/05/2017,9974,37.9
19/05/2017,9974,38.7
20/05/2017,9974,35.3
21/05/2017,9974,31.8
22/05/2017,9974,34.6
23/05/2017,9974,36.4
24/05/2017,9974,34
25/05/2017,9974,35.6
26/05/2017,9974,36
27/05/2017,9974,36.6
28/05/2017,9974,39.1
29/05/2017,9974,38.5
30/05/2017,9974,39.9
31/05/2017,9974,38.4
01/06/2017,9974,36
02/06/2017,9974,34.5
03/06/2017,9974,38.2
04/06/2017,9974,40.1
05/06/2017,9974,38.6
06/06/2017,9974,40.9
07/06/2017,9974,40.9
08/06/2017,9974,42.6
09/06/2017,9974,45.4
10/06/2017,9974,38.2
11/06/2017,9974,37.9
12/06/2017,9974,38
13/06/2017,9974,39
14/06/2017,9974,39.7
15/06/2017,9974,37.8
16/06/2017,9974,39.1
17/06/2017,9974,40
18/06/2017,9974,41.6
19/06/2017,9974,42.6
20/06/2017,9974,42
21/06/2017,9974,39.5
22/06/2017,9974,36.4
23/06/2017,9974,37.3
24/06/2017,9974,38.2
25/06/2017,9974,40.6
26/06/2017,9974,42.2
27/06/2017,9974,42.8
28/06/2017,9974,42.2
29/06/2017,9974,42.2
30/06/2017,9974,42.4
01/07/2017,9974,41.7
02/07/2017,9974,42.4
03/07/2017,9974,41.3
04/07/2017,9974,44.2
05/07/2017,9974,42
06/07/2017,9974,40.4
07/07/2017,9974,39.3
08/07/2017,9974,40.3
09/07/2017,9974,41.7
10/07/2017,9974,42.2
11/07/2017,9974,42
12/07/2017,9974,41.8
13/07/2017,9974,43
14/07/2017,9974,41.5
15/07/2017,9974,41.6
16/07/2017,9974,44.9
17/07/2017,9974,44.8
18/07/2017,9974,44
19/07/2017,9974,41.6
20/07/2017,9974,39.9
21/07/2017,9974,41.1
22/07/2017,9974,41.7
23/07/2017,9974,41
24/07/2017,9974,41.4
25/07/2017,9974,42.3
26/07/2017,9974,42.4
27/07/2017,9974,43
28/07/2017,9974,41.5
29/07/2017,9974,40.4
30/07/2017,9974,39.9
31/07/2017,9974,41.6
01/08/2017,9974,42.9
02/08/2017,9974,42.2
03/08/2017,9974,42.3
04/08/2017,9974,41.4
05/08/2017,9974,41.2
06/08/2017,9974,42.7
07/08/2017,9974,41.3
08/08/2017,9974,42.1
09/08/2017,9974,41.9
10/08/2017,9974,41.7
11/08/2017,9974,41.7
12/08/2017,9974,42.1
13/08/2017,9974,43.1
14/08/2017,9974,42.8
15/08/2017,9974,41
16/08/2017,9974,40.4
17/08/2017,9974,38.3
18/08/2017,9974,40.6
19/08/2017,9974,41.3
20/08/2017,9974,40.8
21/08/2017,9974,39.4
22/08/2017,9974,38.6
23/08/2017,9974,38.9
24/08/2017,9974,39.4
25/08/2017,9974,40
26/08/2017,9974,40.7
27/08/2017,9974,41.5
28/08/2017,9974,39.8
29/08/2017,9974,37.9
30/08/2017,9974,38.5
31/08/2017,9974,38.4
01/09/2017,9974,36.5
02/09/2017,9974,38.2
03/09/2017,9974,39.3
04/09/2017,9974,40.3
05/09/2017,9974,39.9
06/09/2017,9974,38.1
07/09/2017,9974,37.5
08/09/2017,9974,39.5
09/09/2017,9974,40.1
10/09/2017,9974,40
11/09/2017,9974,41.4
12/09/2017,9974,41.7
13/09/2017,9974,41.5
14/09/2017,9974,38.3
15/09/2017,9974,37.4
16/09/2017,9974,37.7
17/09/2017,9974,37.5
18/09/2017,9974,39.1
19/09/2017,9974,37.5
20/09/2017,9974,38.2
21/09/2017,9974,39.7
22/09/2017,9974,37.2
23/09/2017,9974,34.7
24/09/2017,9974,33.7
25/09/2017,9974,35.7
26/09/2017,9974,35.4
27/09/2017,9974,34.6
28/09/2017,9974,34.2
29/09/2017,9974,33.5
30/09/2017,9974,34.8
01/10/2017,9974,36.3
02/10/2017,9974,41.1
03/10/2017,9974,34.8
04/10/2017,9974,33.2
05/10/2017,9974,33.2
06/10/2017,9974,32.9
07/10/2017,9974,35.4
08/10/2017,9974,38
09/10/2017,9974,35.3
10/10/2017,9974,31.5
11/10/2017,9974,31.5
12/10/2017,9974,31.4
13/10/2017,9974,31.1
14/10/2017,9974,31.3
15/10/2017,9974,30.9
16/10/2017,9974,30.5
17/10/2017,9974,30.7
18/10/2017,9974,34.7
19/10/2017,9974,35.9
20/10/2017,9974,32.8
21/10/2017,9974,31.8
22/10/2017,9974,31
23/10/2017,9974,30.7
24/10/2017,9974,31.8
25/10/2017,9974,32.4
26/10/2017,9974,33.2
27/10/2017,9974,34.5
28/10/2017,9974,31.7
29/10/2017,9974,31.8
30/10/2017,9974,30.5
31/10/2017,9974,30.7
01/11/2017,9974,29.9
02/11/2017,9974,28.4
03/11/2017,9974,27.3
04/11/2017,9974,28
05/11/2017,9974,28
06/11/2017,9974,28.7
07/11/2017,9974,28.2
08/11/2017,9974,28.3
09/11/2017,9974,27.9
10/11/2017,9974,26.8
11/11/2017,9974,26.6
12/11/2017,9974,31.2
13/11/2017,9974,32.9
14/11/2017,9974,30
15/11/2017,9974,29
16/11/2017,9974,29.2
17/11/2017,9974,30.6
18/11/2017,9974,29.6
19/11/2017,9974,28.7
20/11/2017,9974,26.7
21/11/2017,9974,26
22/11/2017,9974,23.3
23/11/2017,9974,23.3
24/11/2017,9974,25.2
25/11/2017,9974,28.6
26/11/2017,9974,24.9
27/11/2017,9974,25.4
28/11/2017,9974,25.9
29/11/2017,9974,25.3
30/11/2017,9974,25
01/12/2017,9974,27.3
02/12/2017,9974,30.6
03/12/2017,9974,29.9
04/12/2017,9974,-
05/12/2017,9974,-
06/12/2017,9974,-
07/12/2017,9974,-
08/12/2017,9974,21.8
09/12/2017,9974,21.9
10/12/2017,9974,22.6
11/12/2017,9974,21.9
12/12/2017,9974,27.8
13/12/2017,9974,25.5
14/12/2017,9974,23.8
15/12/2017,9974,24.3
16/12/2017,9974,26.2
17/12/2017,9974,26.7
18/12/2017,9974,28.7
19/12/2017,9974,27.2
20/12/2017,9974,26.7
21/12/2017,9974,28.4
22/12/2017,9974,27.3
23/12/2017,9974,26.3
24/12/2017,9974,23.5
25/12/2017,9974,20.6
26/12/2017,9974,23.4
27/12/2017,9974,26.5
28/12/2017,9974,26.3
29/12/2017,9974,25.8
30/12/2017,9974,23.2
31/12/2017,9974,23.2
01/01/2018,9974,19.9
02/01/2018,9974,21.7
03/01/2018,9974,24.3
04/01/2018,9974,21.7
05/01/2018,9974,22.4
06/01/2018,9974,19.6
07/01/2018,9974,22.5
08/01/2018,9974,23.2
09/01/2018,9974,22.3
10/01/2018,9974,21.6
11/01/2018,9974,25.5
12/01/2018,9974,26.1
13/01/2018,9974,25.3
14/01/2018,9974,23.2
15/01/2018,9974,22.3
16/01/2018,9974,23.1
17/01/2018,9974,21.2
18/01/2018,9974,23.1
19/01/2018,9974,20.1
20/01/2018,9974,21.1
21/01/2018,9974,23.2
22/01/2018,9974,24.2
23/01/2018,9974,23.6
24/01/2018,9974,23.5
25/01/2018,9974,20.8
26/01/2018,9974,18.9
27/01/2018,9974,18.7
28/01/2018,9974,20.3
29/01/2018,9974,21.3
30/01/2018,9974,22.2
31/01/2018,9974,21.4
01/02/2018,9974,22.4
02/02/2018,9974,25.4
03/02/2018,9974,28.8
04/02/2018,9974,28.6
05/02/2018,9974,31
06/02/2018,9974,29.8
07/02/2018,9974,29.2
08/02/2018,9974,29.2
09/02/2018,9974,30.4
10/02/2018,9974,29.7
11/02/2018,9974,29.5
12/02/2018,9974,25.4
13/02/2018,9974,23.2
14/02/2018,9974,24.9
15/02/2018,9974,23.5
16/02/2018,9974,25.2
17/02/2018,9974,22.9
18/02/2018,9974,21.7
19/02/2018,9974,25.2
20/02/2018,9974,25.1
21/02/2018,9974,25.4
22/02/2018,9974,27.3
23/02/2018,9974,25
24/02/2018,9974,-
25/02/2018,9974,27.4
26/02/2018,9974,26.8
27/02/2018,9974,25
28/02/2018,9974,25.9
01/03/2018,9974,28.4
02/03/2018,9974,29.6
03/03/2018,9974,29.3
04/03/2018,9974,30.6
05/03/2018,9974,28.9
06/03/2018,9974,30
07/03/2018,9974,33.6
08/03/2018,9974,33.4
09/03/2018,9974,31
10/03/2018,9974,26.6
11/03/2018,9974,25.8
12/03/2018,9974,28.4
13/03/2018,9974,30.4
14/03/2018,9974,33.4
15/03/2018,9974,29.9
16/03/2018,9974,27.7
17/03/2018,9974,27.9
18/03/2018,9974,31.9
19/03/2018,9974,31.6
20/03/2018,9974,34.2
21/03/2018,9974,32.8
22/03/2018,9974,36.3
23/03/2018,9974,34.3
24/03/2018,9974,29.9
25/03/2018,9974,27.6
26/03/2018,9974,32.6
27/03/2018,9974,31.7
28/03/2018,9974,36.1
29/03/2018,9974,29.6
30/03/2018,9974,26.2
31/03/2018,9974,28.7
01/04/2018,9974,31.8
02/04/2018,9974,33.8
03/04/2018,9974,29.7
04/04/2018,9974,30.5
05/04/2018,9974,32.7
06/04/2018,9974,36.2
07/04/2018,9974,34.1
08/04/2018,9974,32
09/04/2018,9974,31.2
10/04/2018,9974,29.3
11/04/2018,9974,29.1
12/04/2018,9974,30.3
13/04/2018,9974,34.6
14/04/2018,9974,34.3
15/04/2018,9974,34.2
16/04/2018,9974,34.5
17/04/2018,9974,35
18/04/2018,9974,39.6
19/04/2018,9974,37.3
20/04/2018,9974,38
21/04/2018,9974,35.6
22/04/2018,9974,29.4
23/04/2018,9974,31.3
24/04/2018,9974,33
25/04/2018,9974,27.2
26/04/2018,9974,26.8
27/04/2018,9974,28.9
28/04/2018,9974,29.8
29/04/2018,9974,33.4
30/04/2018,9974,34.1
01/05/2018,9974,35.6
02/05/2018,9974,37
03/05/2018,9974,37.9
04/05/2018,9974,34.7
05/05/2018,9974,39.2
06/05/2018,9974,33.9
07/05/2018,9974,32.1
08/05/2018,9974,31.8
09/05/2018,9974,31.3
10/05/2018,9974,31.3
11/05/2018,9974,38.9
12/05/2018,9974,32.5
13/05/2018,9974,32.8
14/05/2018,9974,33.3
15/05/2018,9974,34
16/05/2018,9974,36
17/05/2018,9974,43.4
18/05/2018,9974,43.8
19/05/2018,9974,40.7
20/05/2018,9974,42.2
21/05/2018,9974,42.1
22/05/2018,9974,42.7
23/05/2018,9974,44.5
24/05/2018,9974,39.3
25/05/2018,9974,37.7
26/05/2018,9974,39.5
27/05/2018,9974,39
28/05/2018,9974,36.4
29/05/2018,9974,37.7
30/05/2018,9974,37.4
31/05/2018,9974,35.6
01/06/2018,9974,38.5
02/06/2018,9974,36.2
03/06/2018,9974,36.1
04/06/2018,9974,37
05/06/2018,9974,36.9
06/06/2018,9974,39.5
07/06/2018,9974,39.4
08/06/2018,9974,40.6
09/06/2018,9974,41.5
10/06/2018,9974,43.2
11/06/2018,9974,42.7
12/06/2018,9974,38.9
13/06/2018,9974,36.9
14/06/2018,9974,38.3
15/06/2018,9974,40
16/06/2018,9974,40
17/06/2018,9974,41.4
18/06/2018,9974,39.7
19/06/2018,9974,39.7
20/06/2018,9974,40.4
21/06/2018,9974,39.6
22/06/2018,9974,41.6
23/06/2018,9974,41.7
24/06/2018,9974,38.5
25/06/2018,9974,39
26/06/2018,9974,39.9
27/06/2018,9974,43.4
28/06/2018,9974,42.7
29/06/2018,9974,37.8
30/06/2018,9974,37.5
01/07/2018,9974,38.3
02/07/2018,9974,38.9
03/07/2018,9974,39.3
04/07/2018,9974,40.8
05/07/2018,9974,42.2
06/07/2018,9974,41
07/07/2018,9974,42.3
08/07/2018,9974,41.6
09/07/2018,9974,43.3
10/07/2018,9974,42.3
11/07/2018,9974,39.4
12/07/2018,9974,38.7
13/07/2018,9974,39.6
14/07/2018,9974,36.6
15/07/2018,9974,37.9
16/07/2018,9974,40
17/07/2018,9974,41.4
18/07/2018,9974,41.2
19/07/2018,9974,41.9
20/07/2018,9974,41.9
21/07/2018,9974,39.3
22/07/2018,9974,39.5
23/07/2018,9974,40
24/07/2018,9974,41.1
25/07/2018,9974,42.6
26/07/2018,9974,44.1
27/07/2018,9974,41.4
28/07/2018,9974,38.6
29/07/2018,9974,38.7
30/07/2018,9974,37.5
31/07/2018,9974,39
01/08/2018,9974,40
02/08/2018,9974,39.4
03/08/2018,9974,40.3
04/08/2018,9974,40.9
05/08/2018,9974,41.9
06/08/2018,9974,40.9
07/08/2018,9974,39.8
08/08/2018,9974,38.9
09/08/2018,9974,40.7
10/08/2018,9974,41.8
11/08/2018,9974,43.3
12/08/2018,9974,42.4
13/08/2018,9974,40.5
14/08/2018,9974,39.2
15/08/2018,9974,40
16/08/2018,9974,40.4
17/08/2018,9974,40.5
18/08/2018,9974,39.4
19/08/2018,9974,40
20/08/2018,9974,41.3
21/08/2018,9974,41.2
22/08/2018,9974,39.5
23/08/2018,9974,40.1
24/08/2018,9974,40.8
25/08/2018,9974,40.2
26/08/2018,9974,37.8
27/08/2018,9974,37.4
28/08/2018,9974,39.3
29/08/2018,9974,39.8
30/08/2018,9974,39.5
31/08/2018,9974,39.1
01/09/2018,9974,39.9
02/09/2018,9974,39.8
03/09/2018,9974,40.7
04/09/2018,9974,42.5
05/09/2018,9974,40.3
06/09/2018,9974,39.8
07/09/2018,9974,38.2
08/09/2018,9974,36.5
09/09/2018,9974,36.6
10/09/2018,9974,37
11/09/2018,9974,38
12/09/2018,9974,38.5
13/09/2018,9974,38.2
14/09/2018,9974,36.1
15/09/2018,9974,35.6
16/09/2018,9974,35.6
17/09/2018,9974,36.1
18/09/2018,9974,37.1
19/09/2018,9974,37.4
20/09/2018,9974,37.1
21/09/2018,9974,36.2
22/09/2018,9974,36.5
23/09/2018,9974,36.4
24/09/2018,9974,37.6
25/09/2018,9974,37.6
26/09/2018,9974,36.7
27/09/2018,9974,37
28/09/2018,9974,39
29/09/2018,9974,40.2
30/09/2018,9974,40.1
01/10/2018,9974,39
02/10/2018,9974,38
03/10/2018,9974,38.3
04/10/2018,9974,36.9
05/10/2018,9974,35.5
06/10/2018,9974,34.1
07/10/2018,9974,34.8
08/10/2018,9974,34.8
09/10/2018,9974,33.1
10/10/2018,9974,33.2
11/10/2018,9974,32.6
12/10/2018,9974,33.3
13/10/2018,9974,33.7
14/10/2018,9974,33.1
15/10/2018,9974,32.8
16/10/2018,9974,32.8
17/10/2018,9974,32.7
18/10/2018,9974,32.9
19/10/2018,9974,33.8
20/10/2018,9974,33.6
21/10/2018,9974,33
22/10/2018,9974,33.4
23/10/2018,9974,34.9
24/10/2018,9974,33.3
25/10/2018,9974,30.7
26/10/2018,9974,29.7
27/10/2018,9974,29
28/10/2018,9974,31.9
29/10/2018,9974,33.9
30/10/2018,9974,33.2
31/10/2018,9974,34.4
01/11/2018,9974,33.2
02/11/2018,9974,33.3
03/11/2018,9974,31.3
04/11/2018,9974,29.3
05/11/2018,9974,26.7
06/11/2018,9974,27.9
07/11/2018,9974,29
08/11/2018,9974,28.9
09/11/2018,9974,29.8
10/11/2018,9974,28
11/11/2018,9974,29.4
12/11/2018,9974,28.2
13/11/2018,9974,27
14/11/2018,9974,26.1
15/11/2018,9974,26
16/11/2018,9974,26.4
17/11/2018,9974,28.7
18/11/2018,9974,30.5
19/11/2018,9974,30.2
20/11/2018,9974,29.9
21/11/2018,9974,28.7
22/11/2018,9974,28
23/11/2018,9974,25.1
24/11/2018,9974,21.7
25/11/2018,9974,25.2
26/11/2018,9974,27.7
27/11/2018,9974,25.8
28/11/2018,9974,29.1
29/11/2018,9974,29.2
30/11/2018,9974,26.8
01/12/2018,9974,25.3
02/12/2018,9974,28.5
03/12/2018,9974,27.9
04/12/2018,9974,24.5
05/12/2018,9974,25
06/12/2018,9974,23.4
07/12/2018,9974,23.7
08/12/2018,9974,22.1
09/12/2018,9974,23.2
10/12/2018,9974,22.9
11/12/2018,9974,24
12/12/2018,9974,24.1
13/12/2018,9974,23.5
14/12/2018,9974,22.6
15/12/2018,9974,27.4
16/12/2018,9974,27.2
17/12/2018,9974,24.4
18/12/2018,9974,24.6
19/12/2018,9974,23.7
20/12/2018,9974,22.6
21/12/2018,9974,22.5
22/12/2018,9974,23.5
23/12/2018,9974,23.9
24/12/2018,9974,23.4
25/12/2018,9974,24.2
26/12/2018,9974,23.5
27/12/2018,9974,19.8
28/12/2018,9974,20.1
29/12/2018,9974,21.4
30/12/2018,9974,20.6
31/12/2018,9974,22.8
01/01/2019,9974,22.4
02/01/2019,9974,21.9
03/01/2019,9974,21.6
04/01/2019,9974,22.9
05/01/2019,9974,20.7
06/01/2019,9974,20.8
07/01/2019,9974,19.1
08/01/2019,9974,20.7
09/01/2019,9974,18.3
10/01/2019,9974,21
11/01/2019,9974,20.9
12/01/2019,9974,22.9
13/01/2019,9974,23.3
14/01/2019,9974,21
15/01/2019,9974,21.4
16/01/2019,9974,21.5
17/01/2019,9974,20.1
18/01/2019,9974,21.2
19/01/2019,9974,20.8
20/01/2019,9974,21.4
21/01/2019,9974,24.3
22/01/2019,9974,26.5
23/01/2019,9974,22.6
24/01/2019,9974,24.7
25/01/2019,9974,25.1
26/01/2019,9974,26.6
27/01/2019,9974,23.7
28/01/2019,9974,20.3
29/01/2019,9974,22.5
30/01/2019,9974,25.7
31/01/2019,9974,23.1
01/02/2019,9974,23.3
02/02/2019,9974,22.5
03/02/2019,9974,26.2
04/02/2019,9974,29.5
05/02/2019,9974,31.2
06/02/2019,9974,25.9
07/02/2019,9974,25.3
08/02/2019,9974,22.3
09/02/2019,9974,21.9
10/02/2019,9974,20.9
11/02/2019,9974,20.8
12/02/2019,9974,23.9
13/02/2019,9974,26.3
14/02/2019,9974,24.2
15/02/2019,9974,20
16/02/2019,9974,21.2
17/02/2019,9974,21.9
18/02/2019,9974,19.5
19/02/2019,9974,21.6
20/02/2019,9974,24
21/02/2019,9974,22.6
22/02/2019,9974,22.4
23/02/2019,9974,23.8
24/02/2019,9974,25.8
25/02/2019,9974,30.5
26/02/2019,9974,27.4
27/02/2019,9974,22.7
28/02/2019,9974,23.1
01/03/2019,9974,20.7
02/03/2019,9974,21.9
03/03/2019,9974,22.5
04/03/2019,9974,24
05/03/2019,9974,-
06/03/2019,9974,-
07/03/2019,9974,-
08/03/2019,9974,-
09/03/2019,9974,-
10/03/2019,9974,-
11/03/2019,9974,25.1
12/03/2019,9974,29.6
13/03/2019,9974,28.8
14/03/2019,9974,24.9
15/03/2019,9974,24.8
16/03/2019,9974,24.4
17/03/2019,9974,24.2
18/03/2019,9974,28.1
19/03/2019,9974,29.5
20/03/2019,9974,28.1
21/03/2019,9974,27.7
22/03/2019,9974,28
23/03/2019,9974,27
24/03/2019,9974,26.7
25/03/2019,9974,22.2
26/03/2019,9974,24.6
27/03/2019,9974,26.6
28/03/2019,9974,26.7
29/03/2019,9974,27.8
30/03/2019,9974,26.9
31/03/2019,9974,22.5
01/04/2019,9974,23.3
02/04/2019,9974,24.5
03/04/2019,9974,25.3
04/04/2019,9974,29.2
05/04/2019,9974,27.6
06/04/2019,9974,28.8
07/04/2019,9974,29.8
08/04/2019,9974,31.9
09/04/2019,9974,31.1
10/04/2019,9974,29.1
11/04/2019,9974,28.7
12/04/2019,9974,30.1
13/04/2019,9974,32.9
14/04/2019,9974,32.7
15/04/2019,9974,27.5
16/04/2019,9974,30.8
17/04/2019,9974,28.7
18/04/2019,9974,27.3
19/04/2019,9974,28.9
20/04/2019,9974,28.1
21/04/2019,9974,25
22/04/2019,9974,25.6
23/04/2019,9974,27.7
24/04/2019,9974,32.1
25/04/2019,9974,34
26/04/2019,9974,35.6
27/04/2019,9974,35.9
28/04/2019,9974,35.8
29/04/2019,9974,36.6
30/04/2019,9974,38.7
01/05/2019,9974,39.8
02/05/2019,9974,40.6
