date, pm25, pm10, no2, so2,Air_quality_Code
4/7/2019,66,86,9, ,3
4/8/2019,104,71,5, ,3
4/9/2019,75,25,5, ,3
4/10/2019,18,27,8, ,3
4/11/2019,20,26,5, ,3
4/12/2019,33,42,4, ,3
4/13/2019,44,138,4, ,3
4/14/2019,97,40,8, ,3
4/15/2019,59,24,7, ,3
4/16/2019,39,18,4, ,3
4/17/2019,23,20,4, ,3
4/18/2019,29,24,4, ,3
4/19/2019,43,18,1, ,3
4/20/2019,25,15,2, ,3
4/21/2019,18,17,3, ,3
4/22/2019,32,21,7, ,3
4/23/2019,38,36,10, ,3
4/24/2019,50,40,10, ,3
4/25/2019,57,36,5, ,3
4/26/2019,54,36,6, ,3
4/27/2019,54,48,9, ,3
4/28/2019,66,68,8, ,3
4/29/2019,73,75,12, ,3
4/30/2019,94,79,11, ,3
5/1/2019,83,83,9, ,3
5/2/2019,84,38,4, ,3
5/3/2019,53,19,2, ,3
5/4/2019,24,44,8, ,3
5/5/2019,57, , , ,3
5/6/2019, ,51,3, ,3
5/7/2019,44,28,4, ,3
5/8/2019,28,18,3, ,3
5/9/2019,21,17,4, ,3
5/10/2019,20,22,4, ,3
5/11/2019,30,56,11, ,3
5/12/2019,49,51,9, ,3
5/13/2019,43,54,10, ,3
5/14/2019,44,43,10, ,3
5/15/2019,44,53,12, ,3
5/16/2019,64,48,4, ,3
5/17/2019,47,51,4, ,3
5/18/2019,57,31,4, ,3
5/19/2019,31,35,5, ,3
5/20/2019,47,51,8, ,3
5/21/2019,68,85,13, ,3
5/22/2019,77,95,10, ,3
5/23/2019,70,65,5, ,3
5/24/2019,75,32,2, ,3
5/25/2019,48,30,4, ,3
5/26/2019,56,27,5, ,3
5/27/2019,39,37,4, ,3
5/28/2019,61,45,5, ,3
5/29/2019,108,58,6, ,3
5/30/2019,86,55,3, ,3
5/31/2019,110,53,3, ,3
6/1/2019,122,37,3, ,3
6/2/2019,76,49,6, ,3
6/3/2019,71,71,7, ,3
6/4/2019,74,57,6, ,3
6/5/2019,71,50,4, ,3
6/6/2019,62,36,2, ,3
6/7/2019,53,24,2, ,3
6/8/2019,53,28,2, ,3
6/9/2019,60,53,7, ,3
6/10/2019,68,61,7, ,3
6/11/2019,68,46,3, ,3
6/12/2019,80,29,2, ,3
6/13/2019,58,31,2, ,3
6/14/2019,60,29,2, ,3
6/15/2019,60,49,7, ,3
6/16/2019,68,47,5, ,3
6/17/2019,70,39,4, ,3
6/18/2019,68,54,5, ,3
6/19/2019,67,48,5, ,3
6/20/2019,65,33,4, ,3
6/21/2019,66,30,2, ,3
6/22/2019,62,40,3, ,3
6/23/2019,66,41,5, ,3
6/24/2019,79,37,4, ,3
6/25/2019,66,39,5, ,3
6/26/2019,58,49,6, ,3
6/27/2019,61,42,4, ,3
6/28/2019,67,35,1, ,3
6/29/2019,67,39,3, ,3
6/30/2019,64,40,4, ,3
7/1/2019,64,36,6, ,3
7/2/2019,37,34,5, ,3
7/3/2019,47,33,5, ,3
7/4/2019,46,26,4, ,3
7/5/2019,48,33,3, ,3
7/6/2019,64,47,2, ,3
7/7/2019,73,44,2, ,3
7/8/2019,73,38,2, ,3
7/9/2019,66,47,5, ,3
7/10/2019,73,42,3, ,3
7/11/2019,76,46,4, ,3
7/12/2019,68,23,1, ,3
7/13/2019,36,33,3, ,3
7/14/2019,44,30,3, ,3
7/15/2019,44,32,6, ,3
7/16/2019,45,88,5, ,3
7/17/2019,75,47,3, ,3
7/18/2019,57,26,1, ,3
7/19/2019,51,24,2, ,3
7/20/2019,52,28,2, ,3
7/21/2019,52,35,2, ,3
7/22/2019,64,37,3, ,3
7/23/2019,66,39,6, ,3
7/24/2019,58,38,4, ,3
7/25/2019,64,36, , ,3
7/26/2019,71,33, , ,3
7/27/2019,67,33, , ,3
7/28/2019,60,28, , ,3
7/29/2019,58,43,3, ,3
7/30/2019,59,38,4, ,3
7/31/2019,56,31,3, ,3
8/1/2019,57,28,1, ,3
8/2/2019,60,35,3, ,3
8/3/2019,77,42,3, ,3
8/4/2019,75,36,1, ,3
8/5/2019,61,35,1, ,3
8/6/2019,58,41,2, ,3
8/7/2019,64,42,5, ,3
8/8/2019,67,37,2, ,3
8/9/2019,64,23, , ,3
8/10/2019,47,33,2, ,3
8/11/2019,55,32,7, ,3
8/12/2019,48,44,7, ,3
8/13/2019,54,36,4, ,3
8/14/2019,60,34,5, ,3
8/15/2019,53,42,4, ,3
8/16/2019,56,25,2, ,3
8/17/2019,59,30,1, ,3
8/18/2019,62,29,2, ,3
8/19/2019,44,35,4, ,3
8/20/2019,55,31,4, ,3
8/21/2019,53,31,3, ,3
8/22/2019,53,33,2, ,3
8/23/2019,61,30,1, ,3
8/24/2019,63,34,3, ,3
8/25/2019,61,38,6, ,3
8/26/2019,56,35,7, ,3
8/27/2019,60, ,3, ,3
8/28/2019, ,49,3, ,3
8/29/2019,80,38,1, ,3
8/30/2019,75, , , ,3
8/31/2019, ,36,3, ,3
9/1/2019,54,32,3, ,3
9/2/2019,49,34,4, ,3
9/3/2019,53,32,3, ,3
9/4/2019,52,35,3, ,3
9/5/2019,59,43,6, ,3
9/6/2019,75, , , ,3
9/7/2019, ,39,2, ,3
9/8/2019,66,34,2, ,3
9/9/2019,57,34,2, ,3
9/10/2019,58,38,3, ,3
9/11/2019,64,32,2, ,3
9/12/2019,54,37,3, ,3
9/13/2019,64,35,1, ,3
9/14/2019,63,39,4, ,3
9/15/2019,63,40,4, ,3
9/16/2019,74,40,6, ,3
9/17/2019, ,33,5, ,3
9/18/2019, ,39,3, ,3
9/19/2019, ,32,2, ,3
9/20/2019, ,25,1, ,3
9/21/2019, ,43,5, ,3
9/22/2019, ,39,6, ,3
9/23/2019,49,31,4, ,3
9/24/2019,44,24,5, ,3
9/25/2019,34,39,7, ,3
9/26/2019,42,44,6, ,3
9/27/2019,49,27,2, ,3
9/28/2019,46,28,2, ,3
9/29/2019,50,26,1, ,3
9/30/2019,53,24, , ,3
10/1/2019,53,33,4, ,3
10/2/2019,57,34,5, ,3
10/3/2019,53,39,5, ,3
10/4/2019,51,33,3, ,3
10/5/2019,52,32,5, ,3
10/6/2019,51,26,7, ,3
10/7/2019,45, , , ,3
10/12/2019, ,44,4, ,3
10/13/2019,64,44,2, ,3
10/14/2019,60,90,4, ,3
10/15/2019,68,43,3, ,3
10/16/2019,67,46,5, ,3
10/17/2019,73,37,3, ,3
10/18/2019,62,30,2, ,3
10/19/2019,54,33,4, ,3
10/20/2019,55,34,4, ,3
10/21/2019,57,49,9, ,3
10/22/2019,67,37,7, ,3
10/23/2019,62,22,4, ,3
10/24/2019,37,40,5, ,3
10/25/2019,58,40,3, ,3
10/26/2019,53,30,9, ,3
10/27/2019,65,37,10, ,3
10/28/2019,70,34,9, ,3
10/29/2019,60,32,8, ,3
10/30/2019,62,38,8, ,3
10/31/2019,71,38,8, ,3
11/1/2019,78,23,3, ,3
11/2/2019,48,33,9, ,3
11/3/2019,47,46,12, ,3
11/4/2019,57,56,10, ,3
11/5/2019,66,63,8, ,3
11/6/2019,86,81,13, ,3
11/7/2019,98,66,8, ,3
11/8/2019,85,59,4, ,3
11/9/2019,95,63,8, ,3
11/10/2019,87,65,5, ,3
11/11/2019,62,51,4, ,3
11/12/2019,69,88,6, ,3
11/13/2019,99,66,6, ,3
11/14/2019,80,49,4, ,3
11/15/2019,65,30,5, ,3
11/16/2019,43,29,6, ,3
11/17/2019,65, , , ,3
11/22/2019, ,37,7, ,3
11/23/2019,68,53,11, ,3
11/24/2019,92,59,9, ,3
11/25/2019,72,65,11, ,3
11/26/2019,63,66,11, ,3
11/27/2019,62,64,10, ,3
11/28/2019,63,46,7, ,3
11/29/2019,53,35,6, ,3
11/30/2019,53,21,10, ,3
12/1/2019,44,6,7, ,3
12/2/2019,25, ,12, ,3
12/3/2019,37,24,11, ,3
12/4/2019,45,27,7, ,3
12/5/2019,46,14,4, ,3
12/6/2019,29,20,8, ,3
12/7/2019,47,20,6, ,3
12/8/2019,43,23,6, ,3
12/9/2019,46,22,8, ,3
12/10/2019,44,35,11, ,3
12/11/2019,48,96,7, ,3
12/12/2019,63,171,4, ,3
12/13/2019,119,102,3, ,3
12/14/2019,106,37,8, ,3
12/15/2019,35,46,15, ,3
12/16/2019,63,54,13, ,3
12/17/2019,84,37,13, ,3
12/18/2019,68,41,10, ,3
12/19/2019,56,34,6, ,3
12/20/2019,46,28,5, ,3
12/21/2019,46,56,17, ,3
12/22/2019,90,41,2, ,3
12/23/2019,52,85,5, ,3
12/24/2019,72,319,1, ,3
12/25/2019,114,112,1, ,3
12/26/2019,80,21,2, ,3
12/27/2019,18,17,10, ,3
12/28/2019,31,26,14, ,3
12/29/2019,49, , , ,3
12/30/2019,,,,,3
12/31/2019,,,,,3
