date,Air_quality_Code, pm25, pm10, no2, so2
2/26/2019,3,72,30,3, 
2/27/2019,3,34,36,3, 
2/28/2019,3,31,13,2, 
3/1/2019,3,29,18,5, 
3/2/2019,3,35,40,11, 
3/3/2019,3,52,35,9, 
3/4/2019,3,45,17,10, 
3/5/2019,3,43,13,10, 
3/6/2019,3,54,13,8, 
3/7/2019,3,50,9,5, 
3/8/2019,3,39,10,5, 
3/9/2019,3,43,19,10, 
3/10/2019,3,67,11,8, 
3/11/2019,3,43,21,12, 
3/12/2019,3,61, ,5, 
3/13/2019,3,43, ,3, 
3/14/2019,3,50, ,3, 
3/15/2019,3,32, ,3, 
3/16/2019,3,31, ,4, 
3/17/2019,3,34,26,9, 
3/18/2019,3,48,27,11, 
3/19/2019,3,46,38,6, 
3/20/2019,3,79,33,5, 
3/21/2019,3,74,26,4, 
3/22/2019,3,61,36,5, 
3/23/2019,3,80,29,8, 
3/24/2019,3,55,14,7, 
3/25/2019,3,24,20,6, 
3/26/2019,3,24,34,9, 
3/27/2019,3,57,36,9, 
3/28/2019,3,62,27,5, 
3/29/2019,3,33,234,2, 
3/30/2019,3,113,24,3, 
3/31/2019,3,32,29,3, 
4/1/2019,3,41,32,7, 
4/2/2019,3,48,39,12, 
4/3/2019,3,59,39,12, 
4/4/2019,3,59, , , 
4/6/2019,3, ,61,8, 
