date,Air_quality_Code, pm25, pm10, no2, so2
10/4/2018,8,63, ,4, 
10/5/2018,8,74, ,1, 
10/6/2018,8,80, ,9, 
10/7/2018,8,83, ,11, 
10/8/2018,8,87, ,4, 
10/9/2018,8,80, ,7, 
10/10/2018,8,76, ,5, 
10/11/2018,8,77, ,3, 
10/12/2018,8,73, ,5, 
10/13/2018,8,77, ,11, 
10/14/2018,8,82, ,10, 
10/15/2018,8,76, ,12, 
10/16/2018,8,81, ,8, 
10/17/2018,8,85, ,7, 
10/18/2018,8,128, ,3, 
10/19/2018,8,149, ,6, 
10/20/2018,8,115, ,7, 
10/21/2018,8,110, ,19,1
10/22/2018,8,129, ,19,1
10/23/2018,8,126, ,19,1
10/24/2018,8,127, ,15, 
10/25/2018,8,138, , , 
10/27/2018,8, , ,9,1
10/28/2018,8,59, ,14,1
10/29/2018,8,110, ,12,2
10/30/2018,8,126, ,11,2
10/31/2018,8,92, ,13,3
11/1/2018,8,87, ,12,3
11/2/2018,8,87, ,10,2
11/3/2018,8,82, ,14,2
11/4/2018,8,81,17,7, 
11/5/2018,8,66,14,11, 
11/6/2018,8,109,25,15,1
11/7/2018,8,92,21,12,1
11/8/2018,8,92,21,14,1
11/9/2018,8,80,21,15, 
11/10/2018,8,83,39,16, 
11/11/2018,8,76, ,13,1
11/12/2018,8,83, ,15,2
11/13/2018,8,89, ,9,1
11/14/2018,8,96, ,14, 
11/15/2018,8,79, ,4, 
11/16/2018,8,72, ,12,1
11/17/2018,8,79, ,16,3
11/18/2018,8,87, ,12,2
11/19/2018,8,86, ,16,1
11/20/2018,8,103, ,12,1
11/21/2018,8,105, ,12, 
11/22/2018,8,87, ,3, 
11/23/2018,8,60, ,8, 
11/24/2018,8,63, ,10, 
11/25/2018,8,75, ,13,1
11/26/2018,8,83, ,17,1
11/27/2018,8,95, ,16,2
11/28/2018,8,88, ,17,2
11/29/2018,8,103, ,9, 
11/30/2018,8,97, ,3, 
12/1/2018,8,68, ,11,1
12/2/2018,8,75, ,12,1
12/3/2018,8,87, ,7, 
12/4/2018,8,75, ,5, 
12/5/2018,8,69, ,4, 
12/6/2018,8,59, ,3, 
12/7/2018,8,60, ,4, 
12/8/2018,8,67, ,12,1
12/9/2018,8,77, ,9, 
12/10/2018,8,80, ,7, 
12/11/2018,8,73, ,4, 
12/12/2018,8,72, ,5, 
12/13/2018,8,59, ,10,1
12/14/2018,8,77, ,4,1
12/15/2018,8,75, ,11,1
12/16/2018,8,103, ,8, 
12/17/2018,8,87, ,10, 
12/18/2018,8,5, ,7, 
12/19/2018,8, , ,6, 
12/20/2018,8,6, ,7, 
12/21/2018,8,8, ,9,1
12/22/2018,8,7, ,15,1
12/23/2018,8,32, ,9, 
12/24/2018,8,37, ,14,1
12/25/2018,8,60,22,8, 
12/26/2018,8,50,11,2, 
12/27/2018,8,18,11,5, 
12/28/2018,8,14,6,5, 
12/29/2018,8,22,8,8, 
12/30/2018,8,21, , , 
1/1/2019,8, ,18, , 
1/11/2019,8, , ,18,2
1/12/2019,8,109, ,9, 
1/13/2019,8,144, ,4, 
1/14/2019,8,139, ,9,1
1/15/2019,8,69, ,2, 
1/16/2019,8,66, ,4, 
1/17/2019,8,38, ,7, 
1/18/2019,8,30, ,9,1
1/19/2019,8, , ,13,2
1/20/2019,8,96, ,14,2
1/21/2019,8,122, , , 
2/15/2019,8, , ,8, 
2/16/2019,8,54, ,12, 
2/17/2019,8,52, ,9, 
2/18/2019,8,42, ,10, 
2/19/2019,8,47, ,11, 
2/20/2019,8,60, ,14,1
2/21/2019,8,62, ,11,1
2/22/2019,8,50, , , 
2/24/2019,8, , , ,1
2/25/2019,8,79, ,9,1
2/26/2019,8,93, ,1, 
2/27/2019,8,54, , , 
2/28/2019,8,35, ,4, 
3/1/2019,8,34, ,4, 
3/2/2019,8,51, ,12, 
3/3/2019,8,56, , , 
