date,Air_quality_Code, pm25, pm10, no2, so2
7/6/2017,6,58,29,15, 
7/7/2017,6,67,26,10, 
7/8/2017,6,61,30,21, 
7/9/2017,6,57,25,26, 
7/10/2017,6,50,28,29, 
7/11/2017,6,52,31,31, 
7/12/2017,6,68,33,35, 
7/13/2017,6,76,23,28, 
7/14/2017,6,54,24,12,4
7/15/2017,6,61,40,39, 
7/16/2017,6,69,43,40, 
7/17/2017,6,76,31,26, 
7/18/2017,6,73,31,25, 
7/19/2017,6,67,32,23, 
7/20/2017,6,69,24,6, 
7/21/2017,6,58,26,3, 
7/22/2017,6,66,31, , 
7/23/2017,6,71,29,29, 
7/24/2017,6,66,35,33, 
7/25/2017,6,64,32,34, 
7/26/2017,6,65,34,34,4
7/27/2017,6,65,32,14, 
7/28/2017,6,55,8,8, 
7/29/2017,6,23,29,17, 
7/30/2017,6,63,35,30, 
7/31/2017,6,62,29,21, 
8/1/2017,6,60,37,26, 
8/2/2017,6,59,41,31, 
8/3/2017,6,75,27,20, 
8/4/2017,6,54,22,11, 
8/5/2017,6,56,26,35, 
8/6/2017,6,63,34,32, 
8/7/2017,6,78,35,30, 
8/8/2017,6,80,32,26, 
8/9/2017,6,71,25,26, 
8/10/2017,6,63,23,18, 
8/11/2017,6,71,27,11, 
8/12/2017,6,71,40,35, 
8/13/2017,6,74,48,30, 
8/14/2017,6,75,36,27, 
8/15/2017,6,70,35,27, 
8/16/2017,6,68,43,25, 
8/17/2017,6,81,31,20, 
8/18/2017,6,62,19,10, 
8/19/2017,6,45,31,30, 
8/20/2017,6,65,25,27, 
8/21/2017,6,64,25,16, 
8/22/2017,6,60,25,24, 
8/23/2017,6,57,31,22, 
8/24/2017,6,64,29,25, 
8/25/2017,6,63,24,17, 
8/26/2017,6,60,29,33, 
8/27/2017,6,62,36,30, 
8/28/2017,6,60,32,22, 
8/29/2017,6,60,29,28, 
8/30/2017,6,59,24,21, 
8/31/2017,6,54,22,15, 
9/1/2017,6,60,23,3, 
9/2/2017,6,62,28,28, 
9/3/2017,6,63,24,22, 
9/4/2017,6,61,28,30, 
9/5/2017,6,56,27,20, 
9/6/2017,6,64, , , 
9/10/2017,6, ,44,42, 
9/11/2017,6,65,39,51, 
9/12/2017,6,65,44,42, 
9/13/2017,6,74,47,31, 
9/14/2017,6,72,34,14, 
9/15/2017,6,62,22,9, 
9/16/2017,6,59,32,27, 
9/17/2017,6,69,36,38, 
9/18/2017,6,72,47,38, 
9/19/2017,6,94,30,19, 
9/20/2017,6,74,30,7, 
9/21/2017,6,66,31,2, 
9/22/2017,6,56,16,2, 
9/23/2017,6,33,20,20, 
9/24/2017,6,42,31,12, 
9/25/2017,6,60,25,18, 
9/26/2017,6,52,19,22, 
9/27/2017,6,40,18,25, 
9/28/2017,6,44,16,14, 
9/29/2017,6,48,18,8, 
9/30/2017,6,49,26,27, 
10/1/2017,6,51,36,18, 
10/2/2017,6,51,28,23, 
10/3/2017,6,50,17,16, 
10/4/2017,6,49,16,7, 
10/5/2017,6,48,15,13, 
10/6/2017,6,51,29,14, 
10/7/2017,6,57,40,32, 
10/8/2017,6,61,19,24, 
10/9/2017,6,39,14,21, 
10/10/2017,6,37,16,18, 
10/11/2017,6,38,15,6, 
10/12/2017,6,34,14,16, 
10/13/2017,6,36,15,11, 
10/14/2017,6,36,20,25, 
10/15/2017,6,45,16,27, 
10/16/2017,6,39,28,33, 
10/17/2017,6,51,42,30, 
10/18/2017,6,61,58,28,1
10/19/2017,6,71,42,27, 
10/20/2017,6,71,29,7, 
10/21/2017,6,66,31,24, 
10/22/2017,6,61,31,29, 
10/23/2017,6,57,25,27, 
10/24/2017,6,55,41,45, 
10/25/2017,6,80,32,39, 
10/26/2017,6,57,48,33, 
10/27/2017,6,82,27,15, 
10/28/2017,6,46,40,28, 
10/29/2017,6,53,31,12, 
10/30/2017,6,48,21,12, 
10/31/2017,6,46,16,20, 
11/1/2017,6,33,14,20, 
11/2/2017,6,38,15,18, 
11/3/2017,6,35,22,16, 
11/4/2017,6,47,28,28, 
11/5/2017,6,49,23,24, 
11/6/2017,6,50,30,31, 
11/7/2017,6,54,33,26, 
11/8/2017,6,64,20,25, 
11/9/2017,6,45,19,17, 
11/10/2017,6,49,25,12, 
11/11/2017,6,47,60,24, 
11/12/2017,6,72,142,26, 
11/13/2017,6,137,68,46,1
11/14/2017,6,92,65,41, 
11/15/2017,6,106,65,43,2
11/16/2017,6,93,56,28,1
11/17/2017,6,82,54,30,1
11/18/2017,6,81,55,23, 
11/19/2017,6,91,34,21, 
11/20/2017,6,58,14,15, 
11/21/2017,6,40, , , 
11/23/2017,6, ,15,23, 
11/24/2017,6,43,20,16, 
11/25/2017,6,38,34,34, 
11/26/2017,6,61,37,33, 
11/27/2017,6,67,55,33, 
11/28/2017,6,89,24,31, 
11/29/2017,6,49,21,33, 
11/30/2017,6,49,41,19, 
12/1/2017,6,74,55,15, 
12/2/2017,6,81,40,28, 
12/3/2017,6,57,30,31, 
12/4/2017,6,43,34,26, 
12/5/2017,6,62,9,14, 
12/6/2017,6,25,14,23, 
12/7/2017,6,37,18,26, 
12/8/2017,6,54,28,15, 
12/9/2017,6,56,56,40, 
12/10/2017,6,84,50,35,1
12/11/2017,6,79,53,35,1
12/12/2017,6,79,41,26,1
12/13/2017,6,74,25,19, 
12/14/2017,6,57,14,17, 
12/15/2017,6,44,21,21, 
12/16/2017,6,64,37,36, 
12/17/2017,6,75, , , 
12/20/2017,6, ,57,27,2
12/21/2017,6,110,55,20,2
12/22/2017,6,100,52,4,1
12/23/2017,6,85,52,4, 
12/24/2017,6,64,13,11, 
12/25/2017,6,38,19,14, 
12/26/2017,6,46,33,12, 
